Drug_Reference_ID,NDC,Drug_Name,Generic_Name,Brand_Name,Strength,Strength_Unit,Dosage_Form,Route,Manufacturer,Drug_Class,Active_Flag,Effective_Date,End_Date,Source_System
DRG00323,96685314635,Prozac,Fluoxetine,Prozac,20,mg/mL,Capsule,Inhalation,Pioneer Medical,Endocrine,Y,2025-02-24,,DrugReferenceHub
DRG00324,87709126031,Wellbutrin,Bupropion,Wellbutrin,40,mg/mL,Capsule,Transdermal,Northstar Pharma,Respiratory,Y,2024-07-23,,DrugReferenceHub
DRG00325,70483244548,Coreg,Carvedilol,Coreg,20,units/mL,Inhaler,Inhalation,Redwood Pharma,Neurologic,Y,2023-09-26,,DrugReferenceHub
DRG00326,45479462789,Lopressor,Metoprolol,Lopressor,5,mg,Tablet,Topical,Evergreen Labs,Antidiabetic,Y,2025-02-18,,DrugReferenceHub
DRG00327,36285274953,Lasix,Furosemide,Lasix,50,units/mL,Capsule,Intravenous,Northstar Pharma,Antidiabetic,Y,2022-08-24,,DrugReferenceHub
DRG00328,46449302181,Aldactone,Spironolactone,Aldactone,500,mg,Solution,Inhalation,Pioneer Medical,Antidiabetic,Y,2022-11-05,,DrugReferenceHub
DRG00329,75769382415,Ventolin,Albuterol,Ventolin,10,mg,Cream,Subcutaneous,Evergreen Labs,Antidiabetic,Y,2023-07-29,,DrugReferenceHub
DRG00330,80550996369,Vibramycin,Doxycycline,Vibramycin,50,units/mL,Injection,Intravenous,Summit Therapeutics,Antidepressant,Y,2025-09-03,,DrugReferenceHub
DRG00331,40773504873,Ozempic,Semaglutide,Ozempic,40,mg,Injection,Oral,Meridian Pharma,Antidiabetic,Y,2024-06-17,,DrugReferenceHub
DRG00332,76324394748,Glucophage,Metformin,Glucophage,1000,units/mL,Solution,Subcutaneous,Beacon Life Sciences,Antihypertensive,N,2025-05-29,2027-10-15,DrugReferenceHub
DRG00333,33036992193,Lipitor,Atorvastatin,Lipitor,1000,mg/mL,Capsule,Oral,Northstar Pharma,Respiratory,Y,2022-12-29,,DrugReferenceHub
DRG00334,83931760396,Prinivil,Lisinopril,Prinivil,100,mg,Capsule,Oral,Summit Therapeutics,Gastrointestinal,Y,2025-05-25,,DrugReferenceHub
DRG00335,94459224162,Norvasc,Amlodipine,Norvasc,500,units/mL,Suspension,Subcutaneous,Crescent Therapeutics,Respiratory,Y,2022-04-16,,DrugReferenceHub
DRG00336,20662343885,Cozaar,Losartan,Cozaar,250,mcg,Suspension,Transdermal,Crescent Therapeutics,Antidepressant,Y,2022-11-29,,DrugReferenceHub
DRG00337,41217651162,Prilosec,Omeprazole,Prilosec,10,mcg,Cream,Topical,Crescent Therapeutics,Antidiabetic,Y,2024-02-04,,DrugReferenceHub
DRG00338,67560324733,Neurontin,Gabapentin,Neurontin,50,units/mL,Suspension,Transdermal,Atlas Medications,Neurologic,Y,2022-03-15,,DrugReferenceHub
DRG00339,93243253281,Synthroid,Levothyroxine,Synthroid,500,mg,Capsule,Oral,Beacon Life Sciences,Antidiabetic,N,2025-06-08,2027-10-03,DrugReferenceHub
DRG00340,99024156725,Zoloft,Sertraline,Zoloft,250,mg,Capsule,Transdermal,Summit Therapeutics,Gastrointestinal,Y,2025-06-22,,DrugReferenceHub
DRG00341,11616709896,Crestor,Rosuvastatin,Crestor,20,mg,Capsule,Inhalation,Atlas Medications,Gastrointestinal,Y,2024-03-02,,DrugReferenceHub
DRG00342,13975X91170,Lexapro,Escitalopram,Lexapro,100,units/mL,Capsule,Inhalation,Evergreen Labs,Lipid Lowering,Y,2023-03-24,,DrugReferenceHub
DRG00343,24514910454,Singulair,Montelukast,Singulair,50,mg,Tablet,Inhalation,Redwood Pharma,Endocrine,Y,2022-05-25,,DrugReferenceHub
DRG00344,31265213479,Cymbalta,Duloxetine,Cymbalta,250,units/mL,Injection,Transdermal,Beacon Life Sciences,Antibiotic,Y,2024-06-23,,DrugReferenceHub
DRG00345,53008248547,Plavix,Clopidogrel,Plavix,50,mcg,Patch,Transdermal,Northstar Pharma,Antidiabetic,Y,2024-02-26,,DrugReferenceHub
DRG00346,18475573796,Protonix,Pantoprazole,Protonix,5,units/mL,Capsule,Oral,Northstar Pharma,Respiratory,Y,2025-01-16,,DrugReferenceHub
DRG00347,54800139458,Microzide,Hydrochlorothiazide,Microzide,10,units/mL,Inhaler,Transdermal,Beacon Life Sciences,Gastrointestinal,Y,2024-05-30,,DrugReferenceHub
DRG00348,86445320315,Eliquis,Apixaban,Eliquis,10,mcg,Cream,Topical,Evergreen Labs,Respiratory,Y,2022-07-07,,DrugReferenceHub
DRG00349,15897986050,Jardiance,Empagliflozin,Jardiance,500,mcg,Injection,Oral,Meridian Pharma,Lipid Lowering,Y,2022-06-28,,DrugReferenceHub
DRG00350,96688660979,Januvia,Sitagliptin,Januvia,500,mcg,Tablet,Topical,Crescent Therapeutics,Antihypertensive,Y,2025-02-15,,DrugReferenceHub
DRG00351,10394138129,Lantus,Insulin Glargine,Lantus,250,mg/mL,Cream,Transdermal,BlueRiver Pharmaceuticals,Antihypertensive,Y,2022-08-21,,DrugReferenceHub
DRG00352,40895504647,Humalog,Insulin Lispro,Humalog,100,mg,Injection,Intravenous,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2025-10-04,,DrugReferenceHub
DRG00353,99885674336,Prozac,Fluoxetine,Prozac,10,mg,Suspension,Intravenous,Redwood Pharma,Antihypertensive,Y,2022-06-04,,DrugReferenceHub
DRG00354,18466794989,Wellbutrin,Bupropion,Wellbutrin,10,mg,Solution,Transdermal,Atlas Medications,Lipid Lowering,Y,2024-11-30,,DrugReferenceHub
DRG00355,61516501822,Coreg,Carvedilol,Coreg,250,units/mL,Injection,Inhalation,Beacon Life Sciences,Gastrointestinal,Y,2025-11-26,,DrugReferenceHub
DRG00356,25866246025,Lopressor,Metoprolol,Lopressor,1000,mg,Cream,Subcutaneous,Summit Therapeutics,Neurologic,Y,2023-10-08,,DrugReferenceHub
DRG00357,22829836382,Lasix,Furosemide,Lasix,20,units/mL,Injection,Subcutaneous,Crescent Therapeutics,Neurologic,Y,2022-03-24,,DrugReferenceHub
DRG00358,48887377765,Aldactone,Spironolactone,Aldactone,40,mg/mL,Tablet,Transdermal,Redwood Pharma,Anticoagulant,Y,2025-07-05,,DrugReferenceHub
DRG00359,20775807220,Ventolin,Albuterol,Ventolin,1000,mg,Solution,Topical,Atlas Medications,Neurologic,Y,2022-10-01,,DrugReferenceHub
DRG00360,87009353291,Vibramycin,Doxycycline,Vibramycin,10,mcg,Cream,Subcutaneous,Redwood Pharma,Antihypertensive,Y,2024-02-11,,DrugReferenceHub
DRG00361,23809467884,Ozempic,Semaglutide,Ozempic,5,mg/mL,Tablet,Oral,Atlas Medications,Antidiabetic,Y,2025-12-10,,DrugReferenceHub
DRG00362,81276626479,Glucophage,Metformin,Glucophage,40,mg,Cream,Intravenous,Atlas Medications,Anticoagulant,Y,2024-12-24,,DrugReferenceHub
DRG00363,15585457750,Lipitor,Atorvastatin,Lipitor,1000,units/mL,Cream,Intravenous,Evergreen Labs,Antihypertensive,N,2022-03-09,2023-11-04,DrugReferenceHub
DRG00364,96593890261,Prinivil,Lisinopril,Prinivil,1000,mg,Injection,Inhalation,Crescent Therapeutics,Respiratory,Y,2025-04-14,,DrugReferenceHub
DRG00365,80571446571,Norvasc,Amlodipine,Norvasc,50,units/mL,Inhaler,Inhalation,Summit Therapeutics,Anticoagulant,Y,2022-08-24,,DrugReferenceHub
DRG00366,74584984923,Cozaar,Losartan,Cozaar,50,units/mL,Capsule,Subcutaneous,Summit Therapeutics,Respiratory,Y,2024-12-31,,DrugReferenceHub
DRG00367,74192691278,Prilosec,Omeprazole,Prilosec,40,mcg,Tablet,Oral,Summit Therapeutics,Antidiabetic,Y,2024-06-26,,DrugReferenceHub
DRG00368,97815836329,Neurontin,Gabapentin,Neurontin,10,mg,Cream,Inhalation,Crescent Therapeutics,Antihypertensive,Y,2023-02-25,,DrugReferenceHub
DRG00369,49564701468,Synthroid,Levothyroxine,Synthroid,5,mcg,Tablet,Oral,BlueRiver Pharmaceuticals,Antidepressant,Y,2023-09-12,,DrugReferenceHub
DRG00370,87094117577,Zoloft,Sertraline,Zoloft,250,mg/mL,Inhaler,Inhalation,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2022-06-22,,DrugReferenceHub
DRG00371,49169824284,Crestor,Rosuvastatin,Crestor,5,units/mL,Patch,Intravenous,Beacon Life Sciences,Anticoagulant,N,2025-12-13,2028-04-27,DrugReferenceHub
DRG00372,42730843510,Lexapro,Escitalopram,Lexapro,40,mg,Capsule,Oral,Beacon Life Sciences,Anticoagulant,Y,2022-12-15,,DrugReferenceHub
DRG00373,56735853544,Singulair,Montelukast,Singulair,40,units/mL,Injection,Transdermal,Northstar Pharma,Antibiotic,Y,2023-03-28,,DrugReferenceHub
DRG00374,77801642735,Cymbalta,Duloxetine,Cymbalta,5,mg,Patch,Oral,Northstar Pharma,Anticoagulant,Y,2024-01-06,,DrugReferenceHub
DRG00375,50442763134,Plavix,Clopidogrel,Plavix,25,units/mL,Tablet,Oral,Meridian Pharma,Endocrine,Y,2024-09-10,,DrugReferenceHub
DRG00376,67259185565,Protonix,Pantoprazole,Protonix,50,mcg,Cream,Inhalation,Atlas Medications,Anticoagulant,Y,2024-01-09,,DrugReferenceHub
DRG00377,19530750922,Microzide,Hydrochlorothiazide,Microzide,10,mg,Inhaler,Transdermal,Northstar Pharma,Antidiabetic,Y,2024-01-09,,DrugReferenceHub
DRG00378,52004247373,Eliquis,Apixaban,Eliquis,25,units/mL,Injection,Oral,BlueRiver Pharmaceuticals,Antibiotic,Y,2024-05-01,,DrugReferenceHub
DRG00379,86713966277,Jardiance,Empagliflozin,Jardiance,10,mg/mL,Cream,Inhalation,Atlas Medications,Neurologic,N,2025-06-07,2026-09-14,DrugReferenceHub
DRG00380,20393586211,Januvia,Sitagliptin,Januvia,40,units/mL,Tablet,Transdermal,Redwood Pharma,Gastrointestinal,Y,2023-08-01,,DrugReferenceHub
DRG00381,59912899015,Lantus,Insulin Glargine,Lantus,5,mcg,Patch,Intravenous,Crescent Therapeutics,Antidiabetic,Y,2025-05-01,,DrugReferenceHub
DRG00382,84458290728,Humalog,Insulin Lispro,Humalog,20,mg,Solution,Intravenous,Evergreen Labs,Antidepressant,Y,2025-02-24,,DrugReferenceHub
DRG00383,93839707777,Prozac,Fluoxetine,Prozac,50,mcg,Patch,Topical,Beacon Life Sciences,Gastrointestinal,Y,2025-11-05,,DrugReferenceHub
DRG00384,71237921960,Wellbutrin,Bupropion,Wellbutrin,25,mcg,Inhaler,Topical,Summit Therapeutics,Antihypertensive,Y,2025-08-28,,DrugReferenceHub
DRG00385,70400541549,Coreg,Carvedilol,Coreg,100,mg/mL,Suspension,Intravenous,Meridian Pharma,Antibiotic,Y,2025-03-12,,DrugReferenceHub
DRG00386,26672598156,Lopressor,Metoprolol,Lopressor,50,mcg,Patch,Topical,Evergreen Labs,Neurologic,Y,2022-12-27,,DrugReferenceHub
DRG00387,11590371650,Lasix,Furosemide,Lasix,50,mg,Tablet,Transdermal,Northstar Pharma,Antidepressant,Y,2025-02-06,,DrugReferenceHub
DRG00388,26670320788,Aldactone,Spironolactone,Aldactone,40,mg/mL,Injection,Intravenous,Redwood Pharma,Endocrine,Y,2024-12-12,,DrugReferenceHub
DRG00389,60036280484,Ventolin,Albuterol,Ventolin,50,mg/mL,Inhaler,Subcutaneous,Meridian Pharma,Antidepressant,Y,2023-02-28,,DrugReferenceHub
DRG00390,27388983519,Vibramycin,Doxycycline,Vibramycin,25,units/mL,Injection,Inhalation,Redwood Pharma,Antihypertensive,Y,2024-09-18,,DrugReferenceHub
DRG00391,14954435394,Ozempic,Semaglutide,Ozempic,100,mg/mL,Injection,Inhalation,Evergreen Labs,Respiratory,Y,2023-01-05,,DrugReferenceHub
DRG00392,82097839974,Glucophage,Metformin,Glucophage,10,mg,Injection,Intravenous,Meridian Pharma,Gastrointestinal,Y,2024-02-04,,DrugReferenceHub
DRG00393,91304485350,Lipitor,Atorvastatin,Lipitor,500,mg,Cream,Oral,Evergreen Labs,Gastrointestinal,Y,2025-03-10,,DrugReferenceHub
DRG00394,37929930922,Prinivil,Lisinopril,Prinivil,40,mg/mL,Suspension,Oral,Beacon Life Sciences,Gastrointestinal,Y,2022-10-03,,DrugReferenceHub
DRG00395,38721413264,Norvasc,Amlodipine,Norvasc,20,mcg,Patch,Oral,Summit Therapeutics,Neurologic,Y,2023-05-08,,DrugReferenceHub
DRG00396,54348747469,Cozaar,Losartan,Cozaar,1000,mg/mL,Inhaler,Inhalation,Atlas Medications,Gastrointestinal,Y,2025-03-08,,DrugReferenceHub
DRG00397,45869998291,Prilosec,Omeprazole,Prilosec,1000,units/mL,Suspension,Transdermal,Redwood Pharma,Anticoagulant,Y,2023-10-26,,DrugReferenceHub
DRG00398,52855896229,Neurontin,Gabapentin,Neurontin,20,mcg,Patch,Oral,Crescent Therapeutics,Lipid Lowering,N,2025-11-05,2027-04-08,DrugReferenceHub
DRG00399,39764892488,Synthroid,Levothyroxine,Synthroid,100,mg/mL,Tablet,Subcutaneous,Meridian Pharma,Endocrine,N,2022-01-12,2024-05-29,DrugReferenceHub
DRG00400,20641978938,Zoloft,Sertraline,Zoloft,5,mg,Inhaler,Oral,Crescent Therapeutics,Anticoagulant,Y,2024-11-21,,DrugReferenceHub
DRG00401,67213385883,Crestor,Rosuvastatin,Crestor,500,units/mL,Tablet,Inhalation,BlueRiver Pharmaceuticals,Gastrointestinal,Y,2025-04-05,,DrugReferenceHub
DRG00402,21365601254,Lexapro,Escitalopram,Lexapro,1000,units/mL,Tablet,Transdermal,Meridian Pharma,Anticoagulant,Y,2025-09-03,,DrugReferenceHub
DRG00403,78627670934,Singulair,Montelukast,Singulair,25,mg/mL,Injection,Transdermal,Pioneer Medical,Antihypertensive,Y,2022-08-18,,DrugReferenceHub
DRG00404,75670258359,Cymbalta,Duloxetine,Cymbalta,100,mg/mL,Patch,Oral,Redwood Pharma,Gastrointestinal,Y,2025-12-09,,DrugReferenceHub
DRG00405,22620625618,Plavix,Clopidogrel,Plavix,40,mg,Injection,Inhalation,BlueRiver Pharmaceuticals,Respiratory,Y,2023-07-28,,DrugReferenceHub
DRG00406,35913846432,Protonix,Pantoprazole,Protonix,250,mg,Inhaler,Oral,Meridian Pharma,Lipid Lowering,N,2023-05-30,2024-09-29,DrugReferenceHub
DRG00407,69179660314,Microzide,Hydrochlorothiazide,Microzide,40,mg/mL,Injection,Subcutaneous,Summit Therapeutics,Anticoagulant,Y,2023-06-04,,DrugReferenceHub
DRG00408,67426983874,Eliquis,Apixaban,Eliquis,10,mg/mL,Injection,Inhalation,Northstar Pharma,Neurologic,N,2024-07-22,2026-09-26,DrugReferenceHub
DRG00409,25904761313,Jardiance,Empagliflozin,Jardiance,100,units/mL,Patch,Intravenous,Pioneer Medical,Gastrointestinal,Y,2024-08-21,,DrugReferenceHub
DRG00410,19150183984,Januvia,Sitagliptin,Januvia,50,mcg,Patch,Transdermal,Atlas Medications,Antibiotic,Y,2023-11-24,,DrugReferenceHub
DRG00411,44770351942,Lantus,Insulin Glargine,Lantus,10,mcg,Suspension,Transdermal,BlueRiver Pharmaceuticals,Antidepressant,Y,2022-04-14,,DrugReferenceHub
DRG00412,12391577414,Humalog,Insulin Lispro,Humalog,5,mcg,Suspension,Inhalation,Atlas Medications,Antibiotic,Y,2025-12-13,,DrugReferenceHub
DRG00413,99282121398,Prozac,Fluoxetine,Prozac,5,mcg,Tablet,Transdermal,Summit Therapeutics,Neurologic,Y,2022-11-21,,DrugReferenceHub
DRG00414,25975107640,Wellbutrin,Bupropion,Wellbutrin,25,mg/mL,Tablet,Topical,Pioneer Medical,Lipid Lowering,Y,2022-05-18,,DrugReferenceHub
DRG00415,27306655329,Coreg,Carvedilol,Coreg,1000,mg/mL,Cream,Oral,Meridian Pharma,Gastrointestinal,Y,2024-05-23,,DrugReferenceHub
DRG00416,57938753177,Lopressor,Metoprolol,Lopressor,5,mg,Tablet,Oral,BEACON LIFE SCIENCES,Respiratory,Y,2023-08-26,,DrugReferenceHub
DRG00417,74359942977,Lasix,Furosemide,Lasix,20,units/mL,Patch,Subcutaneous,NORTHSTAR PHARMA,Antidiabetic,Y,2024-06-18,,DrugReferenceHub
DRG00418,87431285235,Aldactone,Spironolactone,Aldactone,250,mcg,Injection,Intravenous,Pioneer Medical,Antidepressant,Y,2025-07-04,,DrugReferenceHub
DRG00419,72668546049,Ventolin,Albuterol,Ventolin,25,units/mL,Injection,Topical,Northstar Pharma,Antibiotic,Y,2022-05-23,,DrugReferenceHub
DRG00420,89307815129,Vibramycin,Doxycycline,Vibramycin,100,mcg,Solution,Subcutaneous,Evergreen Labs,Antibiotic,N,2023-02-20,2024-08-24,DrugReferenceHub
DRG00421,63060557974,Ozempic,Semaglutide,Ozempic,500,mcg,Solution,Inhalation,Pioneer Medical,Gastrointestinal,Y,2024-01-26,,DrugReferenceHub
DRG00422,21424930580,Glucophage,Metformin,Glucophage,40,mg/mL,Solution,Inhalation,BlueRiver Pharmaceuticals,Neurologic,N,2025-02-25,2026-04-25,DrugReferenceHub
DRG00423,76053633631,Lipitor,Atorvastatin,Lipitor,40,units/mL,Patch,Subcutaneous,Atlas Medications,Gastrointestinal,Y,2024-05-28,,DrugReferenceHub
DRG00424,99338867913,Prinivil,Lisinopril,Prinivil,40,mg,Injection,Topical,Meridian Pharma,Endocrine,Y,2023-07-14,,DrugReferenceHub
DRG00425,31107191665,Norvasc,Amlodipine,Norvasc,50,mg/mL,Inhaler,Subcutaneous,Atlas Medications,Respiratory,Y,2024-06-10,,DrugReferenceHub
DRG00426,36582971350,Cozaar,Losartan,Cozaar,250,mg/mL,Cream,Subcutaneous,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2025-12-03,,DrugReferenceHub
DRG00427,41367605024,Prilosec,,Prilosec,1000,units/mL,Tablet,Transdermal,Redwood Pharma,Respiratory,Y,2023-12-03,,DrugReferenceHub
DRG00428,73078761162,Neurontin,Gabapentin,Neurontin,10,mg,Suspension,Topical,Pioneer Medical,Antibiotic,Y,2025-07-15,,DrugReferenceHub
DRG00429,45970496271,Synthroid,Levothyroxine,Synthroid,25,units/mL,Solution,Intravenous,Beacon Life Sciences,Anticoagulant,N,2025-02-14,2026-02-08,DrugReferenceHub
DRG00430,81775220884,Zoloft,,Zoloft,50,mg/mL,Solution,Oral,Crescent Therapeutics,Endocrine,Y,2023-03-17,,DrugReferenceHub
DRG00431,19599866643,Crestor,Rosuvastatin,Crestor,5,mcg,Suspension,Topical,BlueRiver Pharmaceuticals,Neurologic,Y,2022-12-31,,DrugReferenceHub
DRG00432,85393162035,Lexapro,Escitalopram,Lexapro,100,mg/mL,Solution,Subcutaneous,Beacon Life Sciences,Respiratory,Y,2025-01-31,,DrugReferenceHub
DRG00433,47340976831,Singulair,Montelukast,Singulair,10,units/mL,PATCH,Subcutaneous,BlueRiver Pharmaceuticals,Endocrine,N,2022-10-31,2024-09-07,DrugReferenceHub
DRG00434,57089942274,Cymbalta,Duloxetine,Cymbalta,250,units/mL,Patch,Inhalation,Summit Therapeutics,Antidiabetic,Y,2023-05-08,,DrugReferenceHub
DRG00435,37535827761,Plavix,Clopidogrel,Plavix,500,mg/mL,Cream,Inhalation,Crescent Therapeutics,Neurologic,N,2022-12-11,2024-07-06,DrugReferenceHub
DRG00436,52440734534,Protonix,Pantoprazole,Protonix,10,units/mL,Suspension,Intravenous,Redwood Pharma,Endocrine,Y,2024-06-05,,DrugReferenceHub
DRG00437,28814780756,Microzide,Hydrochlorothiazide,Microzide,100,mg,Tablet,Transdermal,Evergreen Labs,Neurologic,N,2023-03-07,2024-07-01,DrugReferenceHub
DRG00438,56531179876,Eliquis,Apixaban,Eliquis,40,units/mL,Solution,Oral,Northstar Pharma,Antidiabetic,Y,2024-08-20,,DrugReferenceHub
DRG00439,51730490271,UNKNOWN BRAND DRG00439,Empagliflozin,Jardiance,5,mg/mL,Capsule,Inhalation,Atlas Medications,Antibiotic,Y,2025-09-28,,DrugReferenceHub
DRG00440,58378729732,Januvia,Sitagliptin,Januvia,20,units/mL,Inhaler,Inhalation,Summit Therapeutics,Lipid Lowering,Y,2025-04-27,,DrugReferenceHub
DRG00441,13912543726,Lantus,Insulin Glargine,Lantus,25,mg/mL,Patch,Topical,Redwood Pharma,Neurologic,Y,2025-10-17,,DrugReferenceHub
DRG00442,42969761175,Humalog,Insulin Lispro,Humalog,20,mg/mL,Capsule,Subcutaneous,BlueRiver Pharmaceuticals,Anticoagulant,Y,2022-02-05,,DrugReferenceHub
DRG00443,39238700621,Prozac,Fluoxetine,Prozac,1000,mg,Patch,Oral,Atlas Medications,Neurologic,Y,2023-10-28,,DrugReferenceHub
DRG00444,56133530192,Wellbutrin,Bupropion,Wellbutrin,500,mcg,Inhaler,Inhalation,Evergreen Labs,Antihypertensive,Y,2022-11-18,,DrugReferenceHub
DRG00445,99706788130,Coreg,Carvedilol,Coreg,20,units/mL,Injection,Oral,Beacon Life Sciences,Anticoagulant,Y,2025-09-03,,DrugReferenceHub
DRG00446,81808216148,Lopressor,Metoprolol,Lopressor,1000,mcg,Suspension,Inhalation,Redwood Pharma,Gastrointestinal,Y,2024-11-06,,DrugReferenceHub
DRG00447,13165383624,Lasix,,Lasix,100,units/mL,Suspension,Oral,Meridian Pharma,Antihypertensive,Y,2023-04-14,,DrugReferenceHub
DRG00448,47131206943,Aldactone,Spironolactone,Aldactone,1000,units/mL,Injection,Topical,Meridian Pharma,Antidiabetic,Y,2024-04-03,,DrugReferenceHub
DRG00449,79740234754,Ventolin,Albuterol,Ventolin,50,mcg,Cream,Subcutaneous,Summit Therapeutics,Antibiotic,N,2024-06-04,2026-08-02,DrugReferenceHub
DRG00450,96005568835,Vibramycin,Doxycycline,Vibramycin,10,units/mL,Capsule,Subcutaneous,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2023-12-26,,DrugReferenceHub
DRG00451,67543708985,Ozempic,Semaglutide,Ozempic,50,units/mL,Solution,Oral,BlueRiver Pharmaceuticals,Lipid Lowering,Y,2023-11-25,,DrugReferenceHub
DRG00452,82124250653,Glucophage,Metformin,Glucophage,250,mg,Capsule,Oral,Pioneer Medical,Respiratory,Y,2022-03-22,,DrugReferenceHub
DRG00453,65464801075,Lipitor,Atorvastatin,Lipitor,100,mg/mL,Solution,Inhalation,Evergreen Labs,Endocrine,N,2023-10-24,2024-04-21,DrugReferenceHub
DRG00454,59990586381,Prinivil,Lisinopril,Prinivil,500,mg,Patch,Intravenous,BlueRiver Pharmaceuticals,Antibiotic,Y,2023-05-25,,DrugReferenceHub
DRG00455,33167573583,Norvasc,Amlodipine,Norvasc,25,units/mL,Injection,Intravenous,Northstar Pharma,Antidepressant,Y,2025-04-11,,DrugReferenceHub
DRG00456,92188700925,Cozaar,Losartan,Cozaar,500,mcg,Solution,Oral,Northstar Pharma,Anticoagulant,N,2025-06-18,2026-02-28,DrugReferenceHub
DRG00457,20379513865,Prilosec,Omeprazole,Prilosec,50,units/mL,Cream,Topical,Evergreen Labs,Endocrine,Y,2025-01-02,,DrugReferenceHub
DRG00458,38750191648,Neurontin,Gabapentin,Neurontin,40,mcg,Inhaler,Subcutaneous,Summit Therapeutics,Antidiabetic,Y,2022-02-15,,DrugReferenceHub
DRG00459,29586954162,Synthroid,Levothyroxine,Synthroid,1000,units/mL,Capsule,Intravenous,Pioneer Medical,Antidiabetic,Y,2025-05-14,,DrugReferenceHub
DRG00460,80340679445,Zoloft,Sertraline,Zoloft,10,mg/mL,Capsule,Subcutaneous,Summit Therapeutics,Lipid Lowering,Y,2023-08-03,,DrugReferenceHub
DRG00461,64532981981,Crestor,Rosuvastatin,Crestor,25,mcg,Inhaler,Intravenous,Redwood Pharma,Respiratory,Y,2023-09-01,,DrugReferenceHub
DRG00462,23817377057,Lexapro,Escitalopram,Lexapro,500,mg/mL,Patch,Inhalation,Crescent Therapeutics,Anticoagulant,Y,2025-10-13,,DrugReferenceHub
DRG00463,82100899412,Singulair,Montelukast,Singulair,25,mcg,Capsule,Transdermal,Atlas Medications,Endocrine,Y,2025-06-21,,DrugReferenceHub
DRG00464,30516747666,Cymbalta,Duloxetine,Cymbalta,100,mg/mL,Capsule,Subcutaneous,BlueRiver Pharmaceuticals,Antihypertensive,N,2022-03-16,2024-11-08,DrugReferenceHub
DRG00465,91237315897,Plavix,Clopidogrel,Plavix,40,mg/mL,Inhaler,Intravenous,Pioneer Medical,Neurologic,Y,2023-06-11,,DrugReferenceHub
DRG00466,46005730687,Protonix,Pantoprazole,Protonix,100,mg,Patch,Inhalation,Summit Therapeutics,Lipid Lowering,Y,2025-01-01,,DrugReferenceHub
DRG00467,76071831723,Microzide,Hydrochlorothiazide,Microzide,250,mg/mL,Patch,Inhalation,Pioneer Medical,Anticoagulant,Y,2024-02-27,,DrugReferenceHub
DRG00468,79689644320,Eliquis,Apixaban,Eliquis,50,mg/mL,Injection,Oral,Meridian Pharma,Antidiabetic,Y,2023-01-12,,DrugReferenceHub
DRG00469,47041166680,Jardiance,Empagliflozin,Jardiance,20,mg/mL,Cream,Inhalation,Crescent Therapeutics,Lipid Lowering,Y,2024-02-07,,DrugReferenceHub
DRG00470,55747428354,Januvia,Sitagliptin,Januvia,5,mg/mL,Tablet,Topical,Summit Therapeutics,Anticoagulant,Y,2025-06-20,,DrugReferenceHub
DRG00471,57036754977,Lantus,Insulin Glargine,Lantus,100,mcg,Cream,Subcutaneous,Atlas Medications,Antidepressant,Y,2022-11-23,,DrugReferenceHub
DRG00472,57373424595,Humalog,Insulin Lispro,Humalog,20,units/mL,Solution,Transdermal,Atlas Medications,Endocrine,Y,2024-12-26,,DrugReferenceHub
DRG00473,26411345874,Prozac,Fluoxetine,Prozac,1000,mg,Injection,Inhalation,Pioneer Medical,Antidepressant,N,2024-12-10,2026-12-04,DrugReferenceHub
DRG00474,60563234574,Wellbutrin,Bupropion,Wellbutrin,5,units/mL,Suspension,Oral,BlueRiver Pharmaceuticals,Respiratory,N,2025-07-18,2027-04-09,DrugReferenceHub
DRG00475,81681687310,Coreg,,Coreg,50,mg,Tablet,Subcutaneous,Beacon Life Sciences,Endocrine,Y,2023-03-12,,DrugReferenceHub
DRG00476,98323115551,Lopressor,Metoprolol,Lopressor,500,mcg,Capsule,Topical,Atlas Medications,Lipid Lowering,Y,2022-11-12,,DrugReferenceHub
DRG00477,31553546728,Lasix,Furosemide,Lasix,25,mg,Capsule,Intravenous,Beacon Life Sciences,Antidepressant,Y,2024-03-11,,DrugReferenceHub
DRG00478,84538386197,Aldactone,Spironolactone,Aldactone,50,units/mL,Patch,Intravenous,Crescent Therapeutics,Antibiotic,Y,2024-02-16,,DrugReferenceHub
DRG00479,98272669316,Ventolin,Albuterol,Ventolin,5,units/mL,Injection,Transdermal,Pioneer Medical,Neurologic,Y,2023-08-22,,DrugReferenceHub
DRG00480,35257352788,Vibramycin,Doxycycline,Vibramycin,25,mcg,Patch,Inhalation,Atlas Medications,Neurologic,Y,2025-02-13,,DrugReferenceHub
DRG00481,85340859181,Ozempic,Semaglutide,Ozempic,5,mg,Inhaler,Oral,Beacon Life Sciences,Anticoagulant,Y,2025-03-14,,DrugReferenceHub
DRG00482,12871210416,Glucophage,Metformin,Glucophage,40,units/mL,Tablet,Subcutaneous,Northstar Pharma,Gastrointestinal,Y,2022-12-26,,DrugReferenceHub
DRG00483,45469791921,Lipitor,Atorvastatin,Lipitor,25,mg/mL,Patch,Inhalation,Evergreen Labs,Antidepressant,Y,2025-03-09,,DrugReferenceHub
